Time	OTF	Algorithm	Param	States	StateConfig	OtfStateConfig	AlgorithmParam	AlgorithmStateConfig	AlgorithmParamStateConfig	ExecutionTime	ExecutionTimeNormalized
16830	0.1978609625668449	optimal	0.2	1	1.0	0.2-1.0	optimal-0.2	optimal-1.0	optimal-0.2-1.0	0.0	0.0
58830	0.1993880673125956	optimal	0.2	1	1.0	0.2-1.0	optimal-0.2	optimal-1.0	optimal-0.2-1.0	0.0	0.0
42930	0.196366177498253	optimal	0.2	1	1.0	0.2-1.0	optimal-0.2	optimal-1.0	optimal-0.2-1.0	0.0	0.0
83430	0.1981301690039554	optimal	0.2	1	1.0	0.2-1.0	optimal-0.2	optimal-1.0	optimal-0.2-1.0	0.0	0.0
72930	0.1978609625668449	optimal	0.2	1	1.0	0.2-1.0	optimal-0.2	optimal-1.0	optimal-0.2-1.0	0.0	0.0
29130	0.1967044284243048	optimal	0.2	1	1.0	0.2-1.0	optimal-0.2	optimal-1.0	optimal-0.2-1.0	0.0	0.0
37830	0.1990483743061063	optimal	0.2	1	1.0	0.2-1.0	optimal-0.2	optimal-1.0	optimal-0.2-1.0	0.0	0.0
34830	0.1989664082687339	optimal	0.2	1	1.0	0.2-1.0	optimal-0.2	optimal-1.0	optimal-0.2-1.0	0.0	0.0
63930	0.1975598310652276	optimal	0.2	1	1.0	0.2-1.0	optimal-0.2	optimal-1.0	optimal-0.2-1.0	0.0	0.0
60630	0.198416625432954	optimal	0.2	1	1.0	0.2-1.0	optimal-0.2	optimal-1.0	optimal-0.2-1.0	0.0	0.0
65430	0.1976157725813847	optimal	0.2	1	1.0	0.2-1.0	optimal-0.2	optimal-1.0	optimal-0.2-1.0	0.0	0.0
29430	0.1946992864424057	optimal	0.2	1	1.0	0.2-1.0	optimal-0.2	optimal-1.0	optimal-0.2-1.0	0.0	0.0
42330	0.1991495393338058	optimal	0.2	1	1.0	0.2-1.0	optimal-0.2	optimal-1.0	optimal-0.2-1.0	0.0	0.0
84930	0.1981631932179442	optimal	0.2	1	1.0	0.2-1.0	optimal-0.2	optimal-1.0	optimal-0.2-1.0	0.0	0.0
60330	0.199403281949279	optimal	0.2	1	1.0	0.2-1.0	optimal-0.2	optimal-1.0	optimal-0.2-1.0	0.0	0.0
15630	0.1938579654510557	optimal	0.2	1	1.0	0.2-1.0	optimal-0.2	optimal-1.0	optimal-0.2-1.0	0.0	0.0
26130	0.1963260619977038	optimal	0.2	1	1.0	0.2-1.0	optimal-0.2	optimal-1.0	optimal-0.2-1.0	0.0	0.0
23730	0.190897597977244	optimal	0.2	1	1.0	0.2-1.0	optimal-0.2	optimal-1.0	optimal-0.2-1.0	0.0	0.0
45630	0.197896120973044	optimal	0.2	1	1.0	0.2-1.0	optimal-0.2	optimal-1.0	optimal-0.2-1.0	0.0	0.0
30330	0.198813056379822	optimal	0.2	1	1.0	0.2-1.0	optimal-0.2	optimal-1.0	optimal-0.2-1.0	0.0	0.0
46230	0.1953277092796885	optimal	0.2	1	1.0	0.2-1.0	optimal-0.2	optimal-1.0	optimal-0.2-1.0	0.0	0.0
46230	0.1953277092796885	optimal	0.2	1	1.0	0.2-1.0	optimal-0.2	optimal-1.0	optimal-0.2-1.0	0.0	0.0
55230	0.196089082020641	optimal	0.2	1	1.0	0.2-1.0	optimal-0.2	optimal-1.0	optimal-0.2-1.0	0.0	0.0
61230	0.1964723174914258	optimal	0.2	1	1.0	0.2-1.0	optimal-0.2	optimal-1.0	optimal-0.2-1.0	0.0	0.0
48630	0.1980259099321407	optimal	0.2	1	1.0	0.2-1.0	optimal-0.2	optimal-1.0	optimal-0.2-1.0	0.0	0.0
21330	0.1983122362869198	optimal	0.2	1	1.0	0.2-1.0	optimal-0.2	optimal-1.0	optimal-0.2-1.0	0.0	0.0
48930	0.1968117719190681	optimal	0.2	1	1.0	0.2-1.0	optimal-0.2	optimal-1.0	optimal-0.2-1.0	0.0	0.0
41730	0.194823867721064	optimal	0.2	1	1.0	0.2-1.0	optimal-0.2	optimal-1.0	optimal-0.2-1.0	0.0	0.0
86130	0.1988854057819575	optimal	0.2	1	1.0	0.2-1.0	optimal-0.2	optimal-1.0	optimal-0.2-1.0	0.0	0.0
44730	0.1951710261569416	optimal	0.2	1	1.0	0.2-1.0	optimal-0.2	optimal-1.0	optimal-0.2-1.0	0.0	0.0
50130	0.1980849790544584	optimal	0.2	1	1.0	0.2-1.0	optimal-0.2	optimal-1.0	optimal-0.2-1.0	0.0	0.0
54930	0.1971600218459858	optimal	0.2	1	1.0	0.2-1.0	optimal-0.2	optimal-1.0	optimal-0.2-1.0	0.0	0.0
29430	0.1946992864424057	optimal	0.2	1	1.0	0.2-1.0	optimal-0.2	optimal-1.0	optimal-0.2-1.0	0.0	0.0
16830	0.1978609625668449	optimal	0.2	1	1.0	0.2-1.0	optimal-0.2	optimal-1.0	optimal-0.2-1.0	0.0	0.0
36330	0.199009083402147	optimal	0.2	1	1.0	0.2-1.0	optimal-0.2	optimal-1.0	optimal-0.2-1.0	0.0	0.0
56430	0.1972355130249867	optimal	0.2	1	1.0	0.2-1.0	optimal-0.2	optimal-1.0	optimal-0.2-1.0	0.0	0.0
33330	0.1989198919891989	optimal	0.2	1	1.0	0.2-1.0	optimal-0.2	optimal-1.0	optimal-0.2-1.0	0.0	0.0
26130	0.1963260619977038	optimal	0.2	1	1.0	0.2-1.0	optimal-0.2	optimal-1.0	optimal-0.2-1.0	0.0	0.0
84930	0.1981631932179442	optimal	0.2	1	1.0	0.2-1.0	optimal-0.2	optimal-1.0	optimal-0.2-1.0	0.0	0.0
39330	0.1990846681922197	optimal	0.2	1	1.0	0.2-1.0	optimal-0.2	optimal-1.0	optimal-0.2-1.0	0.0	0.0
