Time	OTF	Algorithm	Param	States	StateConfig	OtfStateConfig	AlgorithmParam	AlgorithmStateConfig	AlgorithmParamStateConfig	ExecutionTime	ExecutionTimeNormalized
19530	0.2165898617511521	lrr	1.05	0		1.05-	lrr-1.05	lrr-	lrr-1.05-	380.19342	5.84014470046083
36630	0.1564291564291564	lrr	1.05	0		1.05-	lrr-1.05	lrr-	lrr-1.05-	657.831084	5.387641965601966
24330	0.2108508014796547	lrr	1.05	0		1.05-	lrr-1.05	lrr-	lrr-1.05-	148.498861	1.8310587053020964
49230	0.3053016453382084	lrr	1.05	0		1.05-	lrr-1.05	lrr-	lrr-1.05-	369.96651	2.2545186471663623
73230	0.233920524375256	lrr	1.05	0		1.05-	lrr-1.05	lrr-	lrr-1.05-	869.357173	3.5614796108152396
69630	0.3364928909952607	lrr	1.05	0		1.05-	lrr-1.05	lrr-	lrr-1.05-	740.102234	3.1887213873330458
84330	0.2564923514763429	lrr	1.05	0		1.05-	lrr-1.05	lrr-	lrr-1.05-	1138.38112	4.049737175382426
85830	0.2135616917161832	lrr	1.05	0		1.05-	lrr-1.05	lrr-	lrr-1.05-	1207.127185	4.219249161132471
74430	0.2785167271261588	lrr	1.05	0		1.05-	lrr-1.05	lrr-	lrr-1.05-	913.037943	3.6801206892382106
86430	0.2537313432835821	lrr	1.05	0		1.05-	lrr-1.05	lrr-	lrr-1.05-	1098.029558	3.811279271086428
86430	0.3023255813953488	lrr	1.05	0		1.05-	lrr-1.05	lrr-	lrr-1.05-	1189.595182	4.1291051093370355
31830	0.2554194156456173	lrr	1.05	0		1.05-	lrr-1.05	lrr-	lrr-1.05-	153.309944	1.4449570593779455
23430	0.1421254801536492	lrr	1.05	0		1.05-	lrr-1.05	lrr-	lrr-1.05-	111.736432	1.4306841485275288
22830	0.2115637319316689	lrr	1.05	0		1.05-	lrr-1.05	lrr-	lrr-1.05-	91.062993	1.196622772667543
72030	0.3086214077467722	lrr	1.05	0		1.05-	lrr-1.05	lrr-	lrr-1.05-	987.829173	4.11424062057476
3330	0.0990990990990991	lrr	1.05	0		1.05-	lrr-1.05	lrr-	lrr-1.05-	1.878416	0.1692266666666667
75930	0.308573686290004	lrr	1.05	0		1.05-	lrr-1.05	lrr-	lrr-1.05-	774.919596	3.061713141050968
14430	0.1476091476091476	lrr	1.05	0		1.05-	lrr-1.05	lrr-	lrr-1.05-	30.056739	0.6248802286902286
20730	0.2040520984081042	lrr	1.05	0		1.05-	lrr-1.05	lrr-	lrr-1.05-	71.079766	1.0286507380607817
19530	0.1551459293394777	lrr	1.05	0		1.05-	lrr-1.05	lrr-	lrr-1.05-	64.853049	0.9962065898617513
73230	0.4510446538303974	lrr	1.05	0		1.05-	lrr-1.05	lrr-	lrr-1.05-	876.103313	3.5891163990167962
59430	0.3437657748611812	lrr	1.05	0		1.05-	lrr-1.05	lrr-	lrr-1.05-	525.591296	2.6531615143866736
7830	0.08045977011494253	lrr	1.05	0		1.05-	lrr-1.05	lrr-	lrr-1.05-	9.995962	0.3829870498084291
66030	0.2594275329395729	lrr	1.05	0		1.05-	lrr-1.05	lrr-	lrr-1.05-	513.100319	2.33121453430259
86430	0.2294342242276987	lrr	1.05	0		1.05-	lrr-1.05	lrr-	lrr-1.05-	1101.928417	3.8248122769871573
66330	0.258254183627318	lrr	1.05	0		1.05-	lrr-1.05	lrr-	lrr-1.05-	863.186659	3.904055445499774
65730	0.3016887266088544	lrr	1.05	0		1.05-	lrr-1.05	lrr-	lrr-1.05-	655.516989	2.991862113190324
24330	0.1738594327990136	lrr	1.05	0		1.05-	lrr-1.05	lrr-	lrr-1.05-	89.519435	1.1038154747225648
40830	0.331373989713446	lrr	1.05	0		1.05-	lrr-1.05	lrr-	lrr-1.05-	287.689889	2.113812556943424
3330	0.0990990990990991	lrr	1.05	0		1.05-	lrr-1.05	lrr-	lrr-1.05-	2.137462	0.19256414414414416
80430	0.2540096978739276	lrr	1.05	0		1.05-	lrr-1.05	lrr-	lrr-1.05-	962.03747	3.588353114509511
65430	0.312242090784044	lrr	1.05	0		1.05-	lrr-1.05	lrr-	lrr-1.05-	652.298469	2.9908228748280603
24030	0.250936329588015	lrr	1.05	0		1.05-	lrr-1.05	lrr-	lrr-1.05-	96.310357	1.2023764918851436
76230	0.256198347107438	lrr	1.05	0		1.05-	lrr-1.05	lrr-	lrr-1.05-	857.784957	3.3757770838252656
28230	0.128586609989373	lrr	1.05	0		1.05-	lrr-1.05	lrr-	lrr-1.05-	129.220866	1.373229181721573
